ExamDescription,GroupName
CT Facet Joint Injection Right,CT Facet Joint Injection
CT Femur w/ Contrast Bilat,CT Femur with Contrast BILAT
CT Femur w/ Contrast Left,CT Femur with Contrast LT
CT Femur w/ Contrast Right,CT Femur with Contrast RT
CT Femur w/o Contrast Bilat,CT Femur w/o Contrast BILAT
CT Femur w/wo Contrast Bilat,CT Femur wo/w Contrast BILAT
CT Femur w/wo Contrast Left,CT Femur wo/w Contrast LT
CT Femur w/wo Contrast Right,CT Femur wo/w Contrast RT
CT Fistula or Sinus Tract Abscess Study,
CT Foot w/ Contrast Bilat,CT Foot with Contrast BILAT
CT Foot w/ Contrast Left,CT Foot with Contrast LT
CT Foot w/ Contrast Right,CT Foot with Contrast RT
CT Foot w/o Contrast Bilat,CT Foot w/o Contrast BILAT
CT Foot w/wo Contrast Bil,CT Foot wo/w Contrast BILAT
CT Foot w/wo Contrast Left,CT Foot wo/w Contrast LT
CT Foot w/wo Contrast Right,CT Foot wo/w Contrast RT
CT Forearm w/ Contrast Bilat,CT Forearm with Contrast BILAT
CT Forearm w/ Contrast Left,CT Forearm with Contrast LT
CT Forearm w/ Contrast Right,CT Forearm with Contrast RT
CT Forearm w/o Contrast Bilat,CT Forearm w/o Contrast BILAT
CT Forearm w/wo Contrast Bilat,CT Forearm wo/w Contrast BILAT
CT Forearm w/wo Contrast Left,CT Forearm wo/w Contrast LT
CT Forearm w/wo Contrast Right,CT Forearm wo/w Contrast RT
CT Guidance for Injection,CT Joint Block
CT Hand w/ Contrast Bilat,CT Hand with Contrast BILAT
CT Hand w/ Contrast Left,CT Hand with Contrast LT
CT Hand w/ Contrast Right,CT Hand with Contrast RT
CT Hand w/o Contrast Bilat,CT Hand w/o Contrast BILAT
CT Hand w/wo Contrast Bilat,CT Hand wo/w Contrast BILAT
CT Hand w/wo Contrast Left,CT Hand wo/w Contrast LT
CT Hand w/wo Contrast Right,CT Hand wo/w Contrast RT
CT Head - Circles of Willis,
CT Head - Post Fossa,
CT Head & Body,
CT Head & Chest,CT Head Chest
CT Head & C-Spine w/ Contrast,CT Head Neck with Contrast
CT Head & C-Spine w/wo Contrast,CT Head Neck wo/w Contrast
CT Head & C-Spine w/o Contrast,CT Head Neck w/o Contrast
CT Head & Extremity,
CT Head & Spine,
CT Head IAM,CT Internal Auditory Canal w/o Contrast
CT Head Middle Ear,CT Internal Auditory Canal w/o Contrast
CT Head Multi Areas,
CT Head Multi w/ Contrast,CT Head 2 Areas with Contrast
CT Head Multi w/o Contrast,CT Head 2 Areas w/o Contrast
CT Head Multi w/wo Contrast,CT Head 2 Areas wo/w Contrast
CT Head Sella,CT Sella Turcica wo/w Contrast
CT Head/Neck w/ Contrast,CT Head Neck with Contrast
CT Head/Neck w/o Contrast,CT Head Neck w/o Contrast
CT Head/Neck w/wo Contrast,CT Head Neck wo/w Contrast
CT Hip w/ Contrast Bilat,CT Pelvis with Contrast
CT Hip w/o Contrast Bilat,CT Pelvis w/o Contrast
CT Hip w/wo Contrast Bilat,CT Pelvis wo/w Contrast
CT Hip w/wo Contrast Left,CT Hip wo/w Contrast LT
CT Hip w/wo Contrast Right,CT Hip wo/w Contrast RT
CT Humerus w/ Contrast Bilat,CT Humerus with Contrast BILAT
CT Humerus w/ Contrast Left,CT Humerus with Contrast LT
CT Humerus w/ Contrast Right,CT Humerus with Contrast RT
CT Humerus w/o Contrast Bilat,CT Humerus w/o Contrast BILAT
CT Humerus w/wo Contrast Bilat,CT Humerus wo/w Contrast BILAT
CT Humerus w/wo Contrast Left,CT Humerus wo/w Contrast LT
CT Humerus w/wo Contrast Right,CT Humerus wo/w Contrast RT
CT Joint Injection,CT Joint Block
CT Kidneys w/ Contrast,CT Abdomen with Contrast
CT Kidneys w/o Contrast,CT Abdomen w/o Contrast
CT Kidneys w/wo Contrast,CT Abdomen wo/w Contrast
CT Knee Replacement,CT Knee Replacement
CT Knee w/ Contrast Bilat,CT Knee with Contrast BILAT
CT Knee w/o Contrast Bilat,CT Knee w/o Contrast BILAT
CT Knee w/wo Contrast Bilat,CT Knee wo/w Contrast BILAT
CT Knee w/wo Contrast Left,CT Knee wo/w Contrast LT
CT Knee w/wo Contrast Right,CT Knee wo/w Contrast RT
CT Liver 4 Phase,CT Abdomen Multi Phase wo/w Contrast
CT Liver w/ Contrast,CT Abdomen with Contrast
CT Liver w/o Contrast,CT Abdomen w/o Contrast
CT Liver w/wo Contrast,CT Abdomen wo/w Contrast
CT Lower Extremity w/ Contrast Bilat,
CT Lower Extremity w/ Contrast Left,
CT Lower Extremity w/ Contrast Right,
CT Lower Extremity w/+w/o Contrast Bilat,
CT Lower Extremity w/+w/o Contrast Left,
CT Lower Extremity w/+w/o Contrast Right,
CT Lower Extremity w/o Contrast Bilat,
CT Lower Extremity w/o Contrast Left,
CT Lower Extremity w/o Contrast Right,
CT Maxillofacial w/ + w/o Contrast,
CT Maxillofacial w/ Contrast,
CT Maxillofacial w/o Contrast,
CT Multi >2,
CT Neck - Larynx,
CT Neck - Parotid,
CT Orbit w/ + w/o Contrast,
CT Orbit w/ Contrast,
CT Orbit w/o Contrast,
CT Pancreas,CT Abdomen Multi Phase wo/w Contrast
CT Pelvis Bony,CT Pelvis w/o Contrast
CT Pelvis w/wo Contrast,CT Pelvis wo/w Contrast
CT Pericardiocentesis,
CT ROI or F/U Study,
CT Sacroiliac Joints,
CT Sacrum,
CT Shoulder w/ Contrast Bilat,CT Shoulder with Contrast BILAT
CT Shoulder w/o Contrast Bilat,CT Shoulder w/o Contrast BILAT
CT Shoulder w/wo Contrast Bilat,CT Shoulder wo/w Contrast BILAT
CT Shoulder w/wo Contrast Left,CT Shoulder wo/w Contrast LT
CT Shoulder w/wo Contrast Right,CT Shoulder wo/w Contrast RT
CT Sialogram,
CT Sinus w/wo Contrast,CT Paranasal Sinuses wo/w Contrast
CT Soft Tissue Neck w/wo Contrast,CT Neck w/o Contrast
CT Spine & Extremity,
CT Spine Cervical w/wo Contrast,CT Spine Cervical wo/w Contrast
CT Spine Lumbar w/wo Contrast,CT Spine Lumbar wo/w Contrast
CT Spine Multi Areas,
CT Spine Multi Cervical  w/ Contrast,CT Spine 2 or More Areas with contrast
CT Spine Multi Cervical w/o Contrast,CT Spine 2 or More Areas w/o Contrast
CT Spine Multi Cervical w/wo Contrast,CT Spine 2 or More Areas wo/w Contrast
CT Spine Multi Lumb-Thor w/wo Contrast,CT Spine 2 or More Areas wo/w Contrast
CT Spine Multi Lumb-Thor w/ Contrast,CT Spine 2 or More Areas with contrast
CT Spine Multi Lumb-Thor wo Contrast,CT Spine 2 or More Areas w/o Contrast
CT Spine Thoracic w/wo Contrast,CT Spine Thoracic wo/w Contrast
CT Thoracic Outlet,CT Chest wo/w Contrast
CT Thorax Inspiration/Expiration,
CT Tibia/Fibula w/ Contrast Bilat,CT Tibia Fibula with Contrast BILAT
CT Tibia/Fibula w/ Contrast Left,CT Tibia Fibula with Contrast LT
CT Tibia/Fibula w/ Contrast Right,CT Tibia Fibula with Contrast RT
CT Tibia/Fibula w/o Contrast Bilat,CT Tibia Fibula w/o Contrast BILAT
CT Tibia/Fibula w/wo Contrast Bilat,CT Tibia Fibula wo/w Contrast BILAT
CT Tibia/Fibula w/wo Contrast Left,CT Tibia Fibula wo/w Contrast LT
CT Tibia/Fibula w/wo Contrast Right,CT Tibia Fibula wo/w Contrast RT
CT Trauma Multi >2,
CT Unlisted Procedure,
CT Upper Extremity w/ Contrast Bilat,
CT Upper Extremity w/ Contrast Left,
CT Upper Extremity w/ Contrast Right,
CT Upper Extremity w/+w/o Contrast Bilat,
CT Upper Extremity w/+w/o Contrast Left,
CT Upper Extremity w/+w/o Contrast Right,
CT Upper Extremity w/o Contrast Bilat,
CT Upper Extremity w/o Contrast Left,
CT Upper Extremity w/o Contrast Right,
CT Wrist w/ Contrast Bilat,CT Wrist with Contrast BILAT
CT Wrist w/ Contrast Left,CT Wrist with Contrast LT
CT Wrist w/ Contrast Right,CT Wrist with Contrast RT
CT Wrist w/o Contrast Bilat,CT Wrist w/o Contrast BILAT
CT Wrist w/wo Contrast Bilat,CT Wrist wo/w Contrast BILAT
CT Wrist w/wo Contrast Left,CT Wrist wo/w Contrast LT
CT Wrist w/wo Contrast Right,CT Wrist wo/w Contrast RT
IR 2nd Rad Review,IR External Study Review
IR Angio Abdominal Aorta,IR Angio Aorta Abdominal
IR Angio AV Shunt - Hemodialysis,IR Angio AV Fist / Graft Thrombolysis
IR Angio Balloon Aorta,IR Angio Aorta Thoracic
IR Angio Balloon Illiac,IR Angio Pelvis
IR Angio Balloon Peripheral Artery,IR Angioplasty Peripheral
IR Angio Balloon Renal Bilat,IR Angio Renal BILAT
IR Angio Balloon Renal Left,IR Angio Renal LT
IR Angio Balloon Renal Right,IR Angio Renal RT
IR Angio Balloon Visceral Artery,IR Angio Abdomen
IR Angio Thoracic Aorta,IR Angio Aorta Thoracic
IR Angio Through Existing Catheter,IR Angio Catheter
IR Angio Venous Sampling via Cath,IR Angio Venous
IR Angiogram Adrenal Bilateral,IR Angio Abdomen
IR Angiogram Adrenal Left,IR Angio Abdomen
IR Angiogram Adrenal Right,IR Angio Abdomen
IR Angiogram Aorta & Bilat Femoral,IR Angio Aorta and Femoral
IR Angiogram Brachial Retrograde,IR Angio Aorta Thoracic Selective
IR Angiogram Carotid Cerebral Bilat,IR Angio Carotid BILAT
IR Angiogram Carotid Cerebral Left,IR Angio Carotid LT
IR Angiogram Carotid Cerebral Right,IR Angio Carotid RT
IR Angiogram Carotid Cervical Bilat,IR Angio Carotid BILAT
IR Angiogram Carotid Cervical Left,IR Angio Carotid BILAT
IR Angiogram Carotid Cervical Right,IR Angio Carotid RT
IR Angiogram Carotid External Bilat,IR Angio Carotid BILAT
IR Angiogram Carotid External Left,IR Angio Carotid LT
IR Angiogram Carotid External Right,IR Angio Carotid RT
IR Angiogram Cervical,IR Angio Spinal
IR Angiogram Cervicocerebral,IR Angio Cerebral
IR Angiogram Intracranial,IR Angio Head
IR Angiogram Lower Extremity Left,IR Angio Femoral UNI
IR Angiogram Lower Extremity Right,IR Angio Femoral UNI
IR Angiogram Pelvis,IR Angio Pelvis
IR Angiogram Pulmonary Bilat,IR Angio Thoracic
IR Angiogram Pulmonary Left,IR Angio Thoracic
IR Angiogram Pulmonary Nonselective,IR Angio Pulmonary
IR Angiogram Pulmonary Right,IR Angio Thoracic
IR Angiogram Renal Bilat,IR Angio Renal BILAT
IR Angiogram Renal Left,IR Angio Renal LT
IR Angiogram Renal Right,IR Angio Renal RT
IR Angiogram Vertebral,IR Angio Spinal
IR Angiogram Visceral Sel or Suprasel,IR Angio Abdomen
IR Aortogram Abdominal + Iliofemoral,IR Angio Aorta and Femoral
IR Atherectomy Peripheral Artery,
IR Atherectomy Renal,
IR Atherectomy Visceral,
IR Attempted Procedure,IR Attempted Exam
IR Biliary Drain Transhep Perc,IR Cholangiogram
IR Biliary Duct Transhepatic Dilation,IR Cholangiogram
IR Biliary Stent Placement Perc Insert,
IR Biopsy Transcatheter,IR Biopsy Transcatheter
IR Catheter Exchange Thrombolytic Therap,
IR Central Line Placement,IR Venous Central Catheter Insertion
IR Central Line Removal,IR Venous Catheter Removal
IR Central Line Replacement,IR Venous Catheter Change
IR Comparison Outside Film,IR Interpretation Submitted Films
IR Consultation,
IR Dialysis Shunt Injection (Rad),IR Shunt Injection
IR Drainage - Abscess or Cyst,IR Perc Abscess or fluid Drainage
IR Drainage Liver,IR Perc Abscess or fluid Drainage
IR Drainage Lung Left,IR Aspiration Chest
IR Drainage Lung Right,IR Aspiration Chest
IR Drainage Pancreas,IR Perc Abscess or fluid Drainage
IR Drainage Peritoneal,IR Perc Abscess or fluid Drainage
IR Drainage Renal Bilat,IR Perc Abscess or fluid Drainage
IR Drainage Renal Left,IR Perc Abscess or fluid Drainage
IR Drainage Renal Right,IR Perc Abscess or fluid Drainage
IR Drainage Retroperitoneal Abscess,IR Perc Abscess or fluid Drainage
IR Drainage Subphrenic,IR Perc Abscess or fluid Drainage
IR Embolization Any Method,IR Angio Embolization
IR ERCP Biliary and Pancreatic Duct,RF ERCP
IR ERCP Biliary Duct,RF ERCP
IR ERCP Pancreatic Duct,RF ERCP
IR Esophageal Dilation,IR Esophageal Dilatation
IR Esophageal Foreign Body Removal,IR Esophageal Dilatation
IR Esophageal Stent Insertion,IR Esophageal Stent
IR EVAR,IR Angio EVAR Stent Abdominal
IR Fistula or Sinus Tract Abscess Study,IR Sinogram or Fistulogram
IR Infusion Therapy Any Method,IR Infusion Therapy
IR Joint Aspiration,IR Joint Injection/Aspiration
IR Liver Biopsy,IR BIOPSY ABDOMEN
IR Loopogram,RF Loopogram Pouchogram
IR Lung Biopsy Left (Rad),IR Biopsy Chest
IR Lung Biopsy Right (RAD),IR Biopsy Chest
IR Nephrostogram,IR Nephrostogram BILAT
IR Nephrostomy Dilation Left,IR Nephrostogram LT
IR Nephrostomy Dilation Right,IR Nephrostogram RT
IR Percutaneous Drain Catheter,IR Perc Abscess or fluid Drainage
IR Percutaneous Tube Placement,IR Perc Suprapubic Drain / Tube Insert
IR Pericardial Drainage,IR Pericardiocentesis by Radiologist
IR Permcath (Rad),IR Venous Permacath Insertion
IR Permcath (Specialist),IR Venous Permacath Insertion
IR PICC LINE PLACEMENT,IR Venous PICC Insertion
IR Portocath (Rad),IR Venous Portacath Insertion
IR Rad Assist (P08632),IR Rad Assistance 1st Hour
IR Rad Assist (P08633),IR Rad Assistance Add 15 Minutes
IR Renal Biopsy Left (RAD),IR Renal Biopsy
IR Renal Biopsy Left (SPEC),IR Renal Biopsy
IR Renal Biopsy Right (RAD),IR Renal Biopsy
IR Renal Biopsy Right (SPEC),IR Renal Biopsy
IR Renal Catheter Perc Placement Left,IR Urethral Catheterization + Fluoro
IR Renal Catheter Perc Placement Right,IR Urethral Catheterization + Fluoro
IR Retrieval Foreign Body Intravasc Perc,IR Foreign Body Retrieval
IR Rhizotomy (Specialist),IR Rhizotomy Lumbar Single
IR Small Bowel Biopsy,IR BIOPSY ABDOMEN
IR Stent Placement Intravasc Perc,IR Angio Arterial Stent
IR Tube or Cath Change,IR Tube Check
IR Tube or Cath Change Biliary,IR Biliary Tube Change
IR Tube or Cath Change Gastrointestinal,IR Gastrostomy Tube Change
IR Tube or Cath Change Ureteral,IR Urethral Catheter Change
IR Tube Placement,IR Tube Check
IR Ureteral Cath/Stent Place Perc Left,IR Ureter Int / Ext Stent Change LT
IR Ureteral Cath/Stent Place Perc Right,IR Ureter Int / Ext Stent Change RT
IR VAD Specialist,IR Venous Permacath Insertion
IR Varicocele Embolization,IR Embo Uterine or Varicocele BILAT
IR Varicocele Embolization-Bilateral,IR Embo Uterine or Varicocele BILAT
IR Vasography,
IR Venogram Cava Inferior,IR Venogram IVC
IR Venogram Cava Superior,IR Venogram SVC
IR Venogram Jugular,IR Venogram Jugular
IR Venogram Renal Bilat,IR Venogram Other Selective
IR Venogram Renal Left,IR Venogram Renal LT
IR Venogram Renal Right,IR Venogram Renal RT
IR Venogram Sinus,IR Venogram Other Selective
IR Venous Access Device Insertion (Rad),IR Venous Permacath Insertion
IR Vesiculography,IR Vesiculography
MA 2nd Rad Review,MG Rad Review
MA Additional Sites FWL,
MA Additional Views Left,
MA Additional Views Right,
MA Additonal Sites Biopsy,
MA Attempted Procedure,MG Attempted Exam
MA Breast FWL Bilat,MG Fine Wire Localization BILAT
MA Breast FWL Left,MG Fine Wire Localization LT
MA Breast FWL Right,MG Fine Wire Localization RT
MA Comparison Outside Film,MG Imported Film Study
MA Galactogram Multi Bilat,MG Galactogram BILAT
MA Galactogram Multi Left,MG Galactogram LT
MA Galactogram Multi Right,MG Galactogram RT
MA Galactogram Single Bilat,MG Galactogram BILAT
MA Galactogram Single Left,MG Galactogram LT
MA Galactogram Single Right,MG Galactogram RT
MA Mammo Specimen,MG Breast Specimen
MA Mammogram Diagnostic Bil,MG Mammogram Diagnostic BILAT
MA Mammogram Left,MG Mammogram Diagnostic LT
MA Mammogram Right,MG Mammogram Diagnostic RT
MA Mammogram SMP Bilateral,MG Mammogram Screening
MA Stereotactic Core Biopsy Bilateral,MG Stereo Core Biopsy Single Site BILAT
MA Stereotactic Core Biopsy Left,MG Stereo Core Biopsy Single Site LT
MA Stereotactic Core Biopsy Right,MG Stereo Core Biopsy Single Site RT
MA Stereotactic FWL Bilateral,MG Fine Wire Localization BILAT
MA Stereotactic FWL Left,MG Fine Wire Localization LT
MA Stereotactic FWL Right,MG Fine Wire Localization RT
MRA Abdomen,MR Angio Abdomen with Contrast
MRA Chest,MR Angio Chest with Contrast
MRA Head w/o Contrast,MR Angio Head with Contrast
MRA Lower Extremity Bilat,MR Angio Extremity Lower with Cont BILAT
MRA Lower Extremity Left,MR Angio Extremity Lower with Cont LT
MRA Lower Extremity Right,MR Angio Extremity Lower with Cont RT
MRA Neck,MR Angio Carotid with Contrast
MRA Pelvis,MR Angio Pelvis with Contrast
MRA Upper Extremity Left,MR Angio Extremity Upper with Cont LT
MRA Upper Extremity Right,MR Angio Extremity Upper with Cont RT
MRI 2nd Rad Review,
MRI Abdomen w/ + w/o Contrast,MR Abdomen with Contrast
MRI Additional Seq,
MRI Adrenals w/o Contrast,MR Abdomen w/o Contrast
MRI Ankle w/ + w/o Contrast Bilat,MR Ankle with Contrast BILAT
MRI Ankle w/ + w/o Contrast Left,MR Ankle with Contrast LT
MRI Ankle w/ + w/o Contrast Right,MR Ankle with Contrast RT
MRI Ankle w/o Contrast Bilat,MR Ankle w/o Contrast BILAT
MRI Arthrogram Ankle Left,MR Ankle w/o Contrast LT
MRI Arthrogram Ankle Right,MR Ankle w/o Contrast RT
MRI Arthrogram Elbow Left,MR Elbow w/o Contrast LT
MRI Arthrogram Elbow Right,MR Elbow w/o Contrast RT
MRI Arthrogram Hip Left,MR Hip w/o Contrast LT
MRI Arthrogram Hip Right,MR Hip w/o Contrast RT
MRI Arthrogram Knee Left,MR Knee w/o Contrast LT
MRI Arthrogram Knee Right,MR Knee w/o Contrast RT
MRI Arthrogram Shoulder Left,MR Shoulder w/o Contrast LT
MRI Arthrogram Shoulder Right,MR Shoulder w/o Contrast RT
MRI Arthrogram Wrist Left,MR Wrist w/o Contrast LT
MRI Arthrogram Wrist Right,MR Wrist w/o Contrast RT
MRI Attempted Procedure,MR Attempted Exam
MRI Brachial Plexus w/ + w/o Contrast Left,MR Brachial Plexus with Contrast LT
MRI Brachial Plexus w/ + w/o Contrast Right,MR Brachial Plexus with Contrast RT
MRI Brain w/ + w/o Contrast,MR Head with Contrast
MRI Breast w/ + w/o Contrast Bilat,MR Breast with Contrast BILAT
MRI Breast w/ + w/o Contrast Left,MR Breast with Contrast LT
MRI Breast w/ + w/o Contrast Right,MR Breast with Contrast RT
MRI Breast w/o Contrast Bilat,MR Breast w/o Contrast BILAT
MRI Chest w/ + w/o Contrast,MR Chest with Contrast
MRI Comparison Outside Films,MR Imported Film Study
MRI Elbow w/ + w/o Contrast Left,MR Elbow with Contrast LT
MRI Elbow w/ + w/o Contrast Right,MR Elbow with Contrast RT
MRI Face w/ + w/o Contrast,MR Head with Contrast
MRI Face w/o Contrast,MR Head w/o Contrast
MRI Femur w/ + w/o Contrast Bilat,MR Femur with Contrast BILAT
MRI Femur w/ + w/o Contrast Left,MR Femur with Contrast LT
MRI Femur w/ + w/o Contrast Right,MR Femur with Contrast RT
MRI Femur w/o Contrast Bilat,MR Femur w/o Contrast BILAT
MRI Foot w/ + w/o Contrast Left,MR Foot with Contrast LT
MRI Foot w/ + w/o Contrast Right,MR Foot with Contrast RT
MRI Forearm w/ + w/o Contrast Left,MR Forearm with Contrast LT
MRI Forearm w/ + w/o Contrast Right,MR Forearm with Contrast RT
MRI Hand w/ + w/o Contrast Left,MR Hand with Contrast LT
MRI Hand w/ + w/o Contrast Right,MR Hand with Contrast RT
MRI Head IAC w/ + w/o Contrast,MR Internal Auditory Canal with Contrast
MRI Head IAC w/o Contrast,MR Internal Auditory Canal w/o Contrast
MRI Head Sella w/ + w/o Contrast,MR Sella Turcica with Contrast
MRI Head Sella w/o Contrast,MR Sella Turcica w/o Contrast
MRI Head -Temporal Lobes,MR Head w/o Contrast
MRI Hip w/ + w/o Contrast Bilat,MR Pelvis with Contrast
MRI Hip w/ + w/o Contrast Left,MR Hip with Contrast LT
MRI Hip w/ + w/o Contrast Right,MR Hip with Contrast RT
MRI Hip w/o Contrast Bilat,MR Pelvis w/o Contrast
MRI Humerus w/ + w/o Contrast Left,MR Humerus with Contrast LT
MRI Humerus w/ + w/o Contrast Right,MR Humerus with Contrast RT
MRI Kidneys w/ + w/o Contrast,MR Angio Abdomen with Contrast
MRI Kidneys w/o Contrast,MR Angio Abdomen w/o Contrast
MRI Knee w/ + w/o Contrast Bilat,MR Knee with Contrast BILAT
MRI Knee w/ + w/o Contrast Left,MR Knee with Contrast LT
